timestamp,price,market_cap,volume
2025-06-27 18:00:00,107078.91560644074,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-28 18:00:00,107331.58548463577,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-29 18:00:00,108396.61631317894,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-06-30 18:00:00,107132.79910701896,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-01 18:00:00,105613.39974163055,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-02 18:00:00,108824.44423167943,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-03 18:00:00,109602.20483914016,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-04 18:00:00,108040.8919400104,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-05 18:00:00,108217.46849992426,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-06 18:00:00,109215.19771840284,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-07 18:00:00,108300.71675785031,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-08 18:00:00,108953.19187727802,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-09 18:00:00,111327.53054245669,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-10 18:00:00,115879.65030112496,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-11 18:00:00,117571.02510036016,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-12 18:00:00,117418.95745007684,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-13 18:00:00,119117.55666327637,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-14 18:00:00,119833.67446712355,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-15 18:00:00,117678.19493404306,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-16 18:00:00,118748.1627367753,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-17 18:00:00,119445.36520434043,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-18 18:00:00,117988.94664455787,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-19 18:00:00,117901.62655900871,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-20 18:00:00,117256.9208222684,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-21 18:00:00,117482.46977767294,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-22 18:00:00,119955.79570607653,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-23 18:00:00,118629.05588130427,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-24 18:00:00,118354.43517438594,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-25 18:00:00,117540.80837085741,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-26 18:00:00,117959.54234360624,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-27 18:00:00,119418.91405141471,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-28 18:00:00,118003.30201607826,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-29 18:00:00,117853.30892863822,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-30 18:00:00,117833.24087995925,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-07-31 18:00:00,115700.00243915782,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-01 18:00:00,113234.6051343189,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-02 18:00:00,112554.90232221723,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-03 18:00:00,114199.10966460757,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-04 18:00:00,115138.68613070177,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-05 18:00:00,114128.35408881678,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-06 18:00:00,115022.09576830892,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-07 18:00:00,117463.47451085235,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-08 18:00:00,116688.36663186055,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-09 18:00:00,116510.08393213755,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-10 18:00:00,119266.92516880555,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-11 18:00:00,118773.79960860992,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-12 18:00:00,120202.53485503166,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-13 18:00:00,123560.99363577305,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-14 18:00:00,118405.59579823953,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-15 18:00:00,117339.79190213277,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-16 18:00:00,117501.21653394958,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-17 18:00:00,117542.83687778088,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-18 18:00:00,116256.41276740946,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-19 18:00:00,112778.34483555844,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-20 18:00:00,114252.39755195397,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-21 18:00:00,112414.39987336512,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-22 18:00:00,116834.24948202295,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-23 18:00:00,115359.98346714744,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-24 18:00:00,113399.54847314971,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-25 18:00:00,110185.35443900425,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-26 18:00:00,111842.70999260596,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-27 18:00:00,111216.08479629169,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-28 18:00:00,112525.59740669793,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-29 18:00:00,108480.30666639366,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-30 18:00:00,108781.95727925687,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-08-31 18:00:00,108253.36092385623,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-01 18:00:00,109162.68557992298,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-02 18:00:00,111190.18209845416,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-03 18:00:00,111711.51977725117,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-04 18:00:00,110724.736377486,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-05 18:00:00,110662.18112628513,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-06 18:00:00,110209.1888247784,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-07 18:00:00,111131.9923868407,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-08 18:00:00,112025.12878118771,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-09 18:00:00,111547.43956434788,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-10 18:00:00,113975.32489468766,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-11 18:00:00,115503.16663193036,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-12 18:00:00,116160.14344594491,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
